,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Density Value (g / ml),Density Uncertainty (g / ml),Source,Component 2,Role 2,Mole Fraction 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Exact Amount 1,Exact Amount 2
11,225dd1b9e464455fbe217a4d8b63bf42,298.15,101.325,Liquid,1,COC(C)=O,Solvent,1.0,0.9271000000000004,0.001,10.1021/je900906j,,,,,,,
12,c7c56374a0be48208ac3b502bd025a73,298.15,101.325,Liquid,1,CCC(=O)CC,Solvent,1.0,0.8091600000000002,0.000305,10.1021/acs.jced.7b00035,,,,,,,
13,43868b5bb1044433b14e2f9f398b977a,298.15,101.325,Liquid,1,c1cc[nH]c1,Solvent,1.0,0.9659000000000002,0.00146,10.1021/je9006234,,,,,,,
14,6868263df748445ab022b3726a31320b,298.15,101.325,Liquid,1,c1ccncc1,Solvent,1.0,0.9782520000000002,0.000511,10.1021/je301353z,,,,,,,
15,a0ec419494c743cdafc2d69de5def114,298.15,101.325,Liquid,1,CCOCCO,Solvent,1.0,0.9277000000000004,0.001,10.1021/acs.jced.5b00662,,,,,,,
16,6d2f9e6432d6442d9bf5f02c46deab8b,298.15,101.325,Liquid,1,CN(C)CCO,Solvent,1.0,0.8833400000000002,0.0002,10.1016/j.tca.2014.03.038,,,,,,,
17,597805f0370344139f195473c1d94d59,298.15,101.325,Liquid,1,CS(C)=O,Solvent,1.0,1.0953700000000002,0.003385,10.1016/j.jct.2007.04.004,,,,,,,
18,9402cfe6555e4128bfcecededbe9afbb,298.15,101.325,Liquid,1,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,1.0,0.9406700000000002,7.000000000000002e-05,10.1016/j.jct.2015.04.034,,,,,,,
19,ecee6aeecc7446b8af22ff41c321d563,298.15,101.325,Liquid,1,C1COCO1,Solvent,1.0,1.05862,0.002515,10.1016/j.jct.2003.09.001,,,,,,,
20,ad547a277d804bd7a683dbb5a8414ff2,298.15,101.325,Liquid,1,CO,Solvent,1.0,0.7859000000000002,0.02,10.1016/j.fluid.2013.11.008,,,,,,,
21,854a707623124289a3472d7c04a63e11,298.15,101.325,Liquid,1,Cc1ccccc1C,Solvent,1.0,0.8759000000000002,0.0029,10.1016/j.fluid.2010.08.010,,,,,,,
22,9fce7e24c97443be9940b96f90900df3,298.15,101.325,Liquid,1,CC(C)=O,Solvent,1.0,0.7850000000000001,0.001,10.1021/acs.jced.8b01196,,,,,,,
23,522c80fb11344acea1f49b3aefa03dbf,298.15,101.325,Liquid,1,CC(C)O,Solvent,1.0,0.7827000000000003,0.02,10.1016/j.fluid.2013.11.008,,,,,,,
24,2f9672dc76c64ee78a2d4cb2b082c3e7,298.15,101.325,Liquid,1,CN1CCNCC1,Solvent,1.0,0.8998000000000002,0.000185,10.1016/j.fluid.2005.05.012,,,,,,,
25,e9159031f76a46c59961b65c57a2d1f5,298.15,101.325,Liquid,1,CCO,Solvent,1.0,0.7864000000000002,0.02,10.1016/j.fluid.2013.11.008,,,,,,,
26,13928a5536ed401583fa530d5dadbdef,298.15,101.325,Liquid,1,CCCCO,Solvent,1.0,0.8055000000000002,0.02,10.1016/j.fluid.2013.11.008,,,,,,,
27,18acaab180774b2f85a124e3158ed811,298.15,101.325,Liquid,1,Cc1ccccc1Cl,Solvent,1.0,1.0773400000000002,0.0005,10.1021/je400408w,,,,,,,
28,00616a833e8141aebc635f1ef25721bb,298.15,101.325,Liquid,1,CCCCOCCO,Solvent,1.0,0.8962400000000003,0.000755,10.1021/je034005y,,,,,,,
29,dc68bac4a9bf49d697d3a8c184141bc5,298.15,101.325,Liquid,1,Cc1ccccc1,Solvent,1.0,0.8623460000000002,0.012208,10.1016/j.jct.2012.07.006,,,,,,,
30,3fae28b1e06a47d7ad650434524a9afa,298.15,101.325,Liquid,1,C1CCCCC1,Solvent,1.0,0.7739600000000002,0.01,10.1016/j.jct.2012.07.006,,,,,,,
31,ac5ef9291f1d44ffae27fa9a6e7a8094,298.15,101.325,Liquid,1,OCCO,Solvent,1.0,1.1096,0.0043,10.1021/je100624p,,,,,,,
32,f0cbf48596ce4857a49e3d7484ef1c2d,298.15,101.325,Liquid,1,c1ccccc1,Solvent,1.0,0.8740000000000002,0.01,10.1021/acs.jced.5b00542,,,,,,,
33,4c2449c496ed42e0abfb2bc906b7dbc3,298.15,101.325,Liquid,1,CCCCCCO,Solvent,1.0,0.8153000000000001,0.0011,10.1016/j.jct.2008.05.002,,,,,,,
34,20dc9053496d460284f82917ac68f135,298.15,101.325,Liquid,1,CCCCCC,Solvent,1.0,0.6590000000000001,0.01,10.1021/acs.jced.5b00542,,,,,,,
35,5f34115b208f49ab89790bb59e826176,298.15,101.325,Liquid,1,CCCCCCCC,Solvent,1.0,0.6987500000000002,0.01,10.1016/j.jct.2012.07.006,,,,,,,
36,88b061336cec41b6bc0b442a4d1d99d7,298.15,101.325,Liquid,1,C=CCCCC,Solvent,1.0,0.6693400000000002,0.000515,10.1021/acs.jced.6b00905,,,,,,,
37,e1bc7d6794614e738d262e44c1835f41,298.15,101.325,Liquid,1,CC(=O)O,Solvent,1.0,1.0441200000000002,0.005,10.1021/acs.jced.6b00112,,,,,,,
38,87999144127540f9b2c847bfe2b55ab0,298.15,101.325,Liquid,1,CCCCCl,Solvent,1.0,0.8811720000000003,0.001121,10.1016/j.fluid.2012.10.015,,,,,,,
39,2e53d9b655e746779a3bbdb31c1161fc,298.15,101.325,Liquid,1,COC=O,Solvent,1.0,0.9663800000000002,0.000515,10.1021/je200974r,,,,,,,
40,f0bd0f5b28854d7f8c868b89dfd3e9cb,298.15,101.325,Liquid,1,OCc1ccccc1,Solvent,1.0,1.0414000000000003,0.00055,10.1021/je050159x,,,,,,,
41,eb4fcbc1366f41b89e6d496bc87dfe81,298.15,101.325,Liquid,1,CCc1ccccc1,Solvent,1.0,0.8625100000000002,0.005,10.1021/acs.jced.6b00112,,,,,,,
42,236838a999c0439f8ab532e94fe61488,298.15,101.325,Liquid,1,CC(C)CC(C)(C)C,Solvent,1.0,0.6878100000000001,0.008,10.1021/acs.jced.6b00019,,,,,,,
43,e0c7dc3faefa471184b16ec45dda2ae9,298.15,101.325,Liquid,1,CCCCCCC,Solvent,1.0,0.6797100000000001,0.01,10.1016/j.jct.2012.07.006,,,,,,,
44,744175fcf2b149f5b4554e74171f0cc9,298.15,101.325,Liquid,1,CCN(CC)CC,Solvent,1.0,0.7233000000000002,0.00035,10.1021/je030147g,,,,,,,
45,b8585bb50c4447d0987e5af13153eeb4,298.15,101.325,Liquid,1,CCCCOC(C)=O,Solvent,1.0,0.8731000000000002,0.001,10.1021/acs.jced.6b00280,,,,,,,
46,3a103067beaa48b48f2664906780003c,298.15,101.325,Liquid,1,CCCCN,Solvent,1.0,0.7322310000000002,0.000886,10.1021/acs.jced.5b00802,,,,,,,
47,b29e90888e454340bb4ae14fdcfe1061,298.15,101.325,Liquid,1,CCCO,Solvent,1.0,0.8032000000000002,0.00355,10.1021/je900212d,,,,,,,
48,584ae86a6e6046359fd380f32abbbc7a,298.15,101.325,Liquid,1,ClCCCl,Solvent,1.0,1.2474000000000005,0.0043,10.1021/je900212d,,,,,,,
49,628b6f7ce3944330998bb39f27021175,303.15,100.0,Liquid,1,CCOC(=O)C(C)C,Solvent,1.0,0.8579200000000001,0.00011,10.1016/j.jct.2019.105884,,,,,,,
51,7f8970799ba9432791a4eec1fa08831b,298.15,101.325,Liquid,1,CCCC(=O)OC,Solvent,1.0,0.8924200000000002,0.000485,10.1016/j.jct.2006.05.004,,,,,,,
52,88d4a8c811c0404ea99bbe16cd5a35b4,298.15,101.0,Liquid,1,CCCOC(=O)CCC,Solvent,1.0,0.8679000000000002,0.000115,10.1016/j.jct.2008.10.007,,,,,,,
53,4399518d3a5d465984720574342d2284,298.15,101.325,Liquid,1,CCCOC(=O)CC,Solvent,1.0,0.8755300000000001,0.00032,10.1021/je900643r,,,,,,,
54,9f438addb0dd4396a61cbcd0a0013c67,298.15,101.325,Liquid,1,CCCC(C)=O,Solvent,1.0,0.8019900000000002,0.001005,10.1016/j.jct.2016.02.016,,,,,,,
55,87b4ef94ae4b4a77995b94e0ceabe971,298.15,101.325,Liquid,1,CCCCC,Solvent,1.0,0.6213200000000002,0.000495,10.1021/je0501944,,,,,,,
56,153e07e4947a442f91df377e988772df,298.15,101.325,Liquid,1,CCN(CC)CCO,Solvent,1.0,0.8795000000000002,0.00015,10.1021/je700350b,,,,,,,
57,777e1107339e4814ae9da4e2e34bd7ea,298.15,101.325,Liquid,1,NCCO,Solvent,1.0,1.0125300000000002,0.002005,10.1016/j.jct.2019.01.025,,,,,,,
58,943e46dc14c346ae95c736fbe8980603,298.15,101.325,Liquid,1,OCCc1ccccc1,Solvent,1.0,1.0162000000000002,0.001,10.1021/acs.jced.7b00869,,,,,,,
59,dd17bbbcb38c460789b09606eb51dfd3,298.15,101.325,Liquid,1,CCC(C)=O,Solvent,1.0,0.7997100000000003,0.00184,10.1016/j.jct.2007.04.004,,,,,,,
60,4479aec00fbc43d4b09f73b53254622c,298.15,101.325,Liquid,1,CCCC(=O)OCC,Solvent,1.0,0.8735400000000002,0.000545,10.1016/j.jct.2005.03.020,,,,,,,
61,1e1f1eaa704b48a8b138dfa4b7edfd5e,298.15,101.325,Liquid,1,CN(C)CCCO,Solvent,1.0,0.8808170000000002,0.000453,10.1021/acs.jced.7b00042,,,,,,,
62,883467936aed465384bc82064ee831bb,298.15,101.325,Liquid,1,CC(C)CO,Solvent,1.0,0.8016520000000003,0.0050015,10.1021/acs.jced.8b00120,,,,,,,
63,3dc388b0be6b45f19b7e529edc482f6b,298.15,101.325,Liquid,1,CCCCC(=O)OCC,Solvent,1.0,0.8694200000000002,0.00031,10.1016/j.jct.2005.03.020,,,,,,,
64,c891eb634f474e9081908e3b73c06812,298.15,101.325,Liquid,1,CCCCCCCCC,Solvent,1.0,0.7139000000000002,0.0015,10.1021/je050159x,,,,,,,
65,c356c85e466a46e7b0ed9823c9ab72e9,298.15,101.325,Liquid,1,CCCCCCCO,Solvent,1.0,0.8187500000000002,0.00085,10.1021/je034053i,,,,,,,
66,720a1bd16bef4f7baddfd5a4c8b1b0e5,298.15,101.325,Liquid,1,C1COCCO1,Solvent,1.0,1.0278800000000003,0.0025,10.1016/j.jct.2003.09.001,,,,,,,
67,c80d4dfc962b4e0c9d663610e7d94562,298.15,101.325,Liquid,1,O=Cc1ccccc1,Solvent,1.0,1.0470000000000002,0.0036,10.1021/je900212d,,,,,,,
68,cdda6ec3aaa24d26a423d1e8ca6a87f1,298.15,101.325,Liquid,1,CC(=O)C(C)=O,Solvent,1.0,0.9855000000000004,0.000135,10.1021/je300280s,,,,,,,
69,c123136f5006495e8debda91c4064b61,298.15,101.325,Liquid,1,CN(CCO)CCO,Solvent,1.0,1.03679,0.00059,10.1021/je900064e,,,,,,,
70,2985fdd07d3b478e907245d84e338c14,298.15,101.325,Liquid,1,Nc1ccccc1,Solvent,1.0,1.0173,0.00305,10.1016/j.fluid.2010.08.010,,,,,,,
71,830bd7b8eb264f428e8edd34728bcc94,298.15,101.325,Liquid,1,CC(C)OC(C)C,Solvent,1.0,0.7238000000000001,0.003005,10.1021/acs.jced.5b00527,,,,,,,
72,ed68acfb16e7408ebe62bd644aa9d22c,298.15,101.325,Liquid,1,COC(C)(C)C,Solvent,1.0,0.7347000000000002,0.001,10.1021/je060025z,,,,,,,
74,b556402c45774d91957183b4d41ec43f,298.15,101.325,Liquid,1,CCCCCCN,Solvent,1.0,0.7600730000000001,0.000915,10.1021/acs.jced.5b00802,,,,,,,
75,0d1b888ab77e48378bd70403bdd6feac,298.15,101.325,Liquid,1,CCOC(C)(C)C,Solvent,1.0,0.7354400000000002,0.000175,10.1016/j.fluid.2007.04.009,,,,,,,
76,28d4d7fdfb31401a90bd033a8c83ef95,298.15,101.325,Liquid,1,Cc1ccccc1N,Solvent,1.0,0.9942800000000002,0.00358,10.1021/je800100m,,,,,,,
77,9ff68e929c3c4bcc93fdb1e1e57921d6,298.15,101.325,Liquid,1,CCCCCCCl,Solvent,1.0,0.8732100000000003,0.00052,10.1016/j.jct.2007.01.017,,,,,,,
78,02ff22aca44e4c1bbcd03a0c909593b6,298.15,101.325,Liquid,1,CC1CCCCC1,Solvent,1.0,0.7649500000000002,0.008,10.1021/acs.jced.6b00019,,,,,,,
79,b4f39775efc245e5b3911f89b4db2195,298.15,101.325,Liquid,1,Clc1ccccc1,Solvent,1.0,1.1009000000000004,0.0057,10.1016/j.jct.2005.12.009,,,,,,,
80,ed44eb70f8434242b972a197e9d85d08,298.15,101.325,Liquid,1,CCOC(C)(C)CC,Solvent,1.0,0.7605700000000002,0.00033,10.1016/j.fluid.2005.04.003,,,,,,,
81,a508ae12459b44e7b885d5687a51661f,298.15,101.325,Liquid,1,COCCOCCOC,Solvent,1.0,0.9388000000000002,0.00055,10.1021/acs.jced.5b00662,,,,,,,
82,b4854dbea5fb469cabb01e5dfa4d2ae2,298.15,101.325,Liquid,1,CCCCOP(=O)(OCCCC)OCCCC,Solvent,1.0,0.9616000000000002,0.0065,10.1016/j.fluid.2009.02.011,,,,,,,
83,be2124d174764599a100aa5efda757a7,298.15,101.325,Liquid,1,CCC#N,Solvent,1.0,0.7776900000000002,0.00043,10.1021/je100489z,,,,,,,
84,5fe8722831d44d8ab0d067f95395250e,298.15,101.325,Liquid,1,Cn1ccnc1,Solvent,1.0,1.0332000000000003,0.0008,10.1016/j.fluid.2009.02.011,,,,,,,
85,2d8f80199e35410783695cfd6c3d42d4,298.15,101.325,Liquid,1,CCCCCC(C)=O,Solvent,1.0,0.8110800000000002,0.00098,10.1016/j.jct.2016.02.016,,,,,,,
86,9139441246ea4f52aceb13cc546cdf7a,298.15,101.325,Liquid,1,OCCOCCO,Solvent,1.0,1.1140200000000002,0.00334,10.1016/j.jct.2011.06.013,,,,,,,
87,d74c06e827554708bd734d8c75161f08,298.15,101.325,Liquid,1,C1CCOC1,Solvent,1.0,0.8892000000000002,0.00235,10.1016/j.fluid.2004.10.027,,,,,,,
88,bf21ab7b88be4d29aabfd5a38969bfc5,298.15,101.325,Liquid,1,CCCCCCCCO,Solvent,1.0,0.8217000000000002,0.002,10.1016/j.jct.2019.01.006,,,,,,,
89,5672c871a2ea48b39bde4dacd576664f,298.15,101.325,Liquid,1,ClC(Cl)Cl,Solvent,1.0,1.4759000000000004,0.00105,10.1016/j.fluid.2008.02.018,,,,,,,
90,b382d13cdc724a938d1663812e101182,298.15,101.325,Liquid,1,CCCCCCCCCl,Solvent,1.0,0.8689800000000002,0.00104,10.1016/j.jct.2007.01.017,,,,,,,
91,4f60aa586070430cbb83fa5caabb8d9e,298.15,101.325,Liquid,1,Cc1ccc(C)cc1,Solvent,1.0,0.8565000000000002,0.008,10.1021/acs.jced.7b00674,,,,,,,
92,6fc310d9dd7545a7b7ca3cf1a4fe5b55,298.15,101.325,Liquid,1,O=C1CCCC1,Solvent,1.0,0.9450000000000002,0.00095,10.1016/j.fluid.2013.10.057,,,,,,,
93,61643e70aba44412bcb49b405916ddb6,298.15,101.325,Liquid,1,Cc1ccncc1,Solvent,1.0,0.9501790000000002,0.000511,10.1021/je4004965,,,,,,,
94,48dc88db77ae4c1c96a969a50072acfe,298.15,101.325,Liquid,1,CCCC#N,Solvent,1.0,0.7862700000000001,0.00042,10.1021/je100489z,,,,,,,
95,0ff6748986384b3f9b020807abfc3ff7,298.15,101.325,Liquid,1,CCCCC(C)=O,Solvent,1.0,0.8067000000000002,0.000385,10.1021/acs.jced.7b00035,,,,,,,
96,053daba79ba8432491fd536bf35b7c0f,298.15,101.325,Liquid,1,COCCO,Solvent,1.0,0.9653100000000002,0.001,10.1016/j.fluid.2014.07.041,,,,,,,
97,01d419d87461434fbf6fd5b7195a91c3,298.15,101.325,Liquid,1,CCOC(=O)CC(C)=O,Solvent,1.0,1.0235000000000003,0.00055,10.1016/j.fluid.2008.03.012,,,,,,,
98,78f7175500cd4891be94ac6b2232ef32,298.15,101.325,Liquid,1,CNc1ccccc1,Solvent,1.0,0.9822370000000002,0.010011,10.1016/j.jct.2012.07.006,,,,,,,
99,cd183fe08bf84aad9f352a824fb2032b,298.15,101.325,Liquid,1,Cc1cccc(C)n1,Solvent,1.0,0.9181900000000004,0.000225,10.1021/je200093f,,,,,,,
100,45481f6e45fb479cb6ecffc25be1e6b1,298.15,101.325,Liquid,1,CCCCOC(=O)CC,Solvent,1.0,0.8710800000000003,0.00048,10.1016/j.jct.2005.11.003,,,,,,,
101,dbbc687537ee45e29658fbeff746aae2,298.15,101.325,Liquid,1,CCCCOC(=O)CCC,Solvent,1.0,0.8648400000000003,0.00049,10.1016/j.jct.2005.11.003,,,,,,,
102,50d4f8d8fd96401ab2e3605d2c3789f6,298.15,101.325,Liquid,1,CN1CCCCC1,Solvent,1.0,0.8126200000000002,0.00023,10.1021/je200093f,,,,,,,
103,2210fcc7566241c2a9762b2be5424051,298.15,101.325,Liquid,1,CCCCOC=O,Solvent,1.0,0.8881700000000001,0.00079,10.1016/j.jct.2005.11.003,,,,,,,
104,5825b3bc82c34c0db8ebc155fcbce3f1,298.15,101.325,Liquid,1,CCCCCO,Solvent,1.0,0.8108300000000003,0.000875,10.1021/je034053i,,,,,,,
105,5986d27a9c1c4ba9b7ba5f3b8563aae5,298.15,101.325,Liquid,1,CCCCC(=O)OC,Solvent,1.0,0.8845900000000002,0.0005,10.1016/j.jct.2006.05.004,,,,,,,
106,297d808b3d03482899dd45f9b221c6a6,298.15,101.325,Liquid,1,COCCOCCO,Solvent,1.0,1.0163000000000002,0.001,10.1021/acs.jced.5b00662,,,,,,,
107,9c13254aed3e4782beb298edf1f74632,298.15,101.325,Liquid,1,O=C1CCCCC1,Solvent,1.0,0.9430000000000002,0.0006,10.1016/j.fluid.2008.02.018,,,,,,,
108,81aff4079a43442190f4f1f6bab22ba6,298.15,101.325,Liquid,1,ClCCCCCCl,Solvent,1.0,1.0950100000000005,0.00052,10.1016/j.jct.2018.12.042,,,,,,,
109,f71d6e49f0e34a81a49f8a24b6e89018,298.15,101.325,Liquid,1,CN1CCCC1=O,Solvent,1.0,1.0258000000000005,0.0011,10.1016/j.fluid.2008.02.023,,,,,,,
110,034e6243dd054408a282aea9248ca878,298.15,101.325,Liquid,1,C1CCCC1,Solvent,1.0,0.7378000000000001,0.0008,10.1016/j.fluid.2013.10.057,,,,,,,
111,6e0596f3f2404178a8a23c43bf761c38,298.15,101.325,Liquid,1,OC1=NCCC1,Solvent,1.0,1.1070190000000002,0.00118,10.1021/je0340809,,,,,,,
112,6445f1d33df3488dbb19ca5b3708aa21,298.15,101.325,Liquid,1,CC#N,Solvent,1.0,0.7857120000000002,0.005001,10.1021/acs.jced.8b00120,,,,,,,
113,e5386c1b52964b998911f2df7eaf597d,298.15,101.325,Liquid,1,OCCCc1ccccc1,Solvent,1.0,1.0326900000000003,0.006,10.1021/je050085p,,,,,,,
114,100fe51ace5241f3b7f1d2c29c3d7a82,298.15,101.0,Liquid,1,NCCNCCO,Solvent,1.0,1.0252800000000002,0.000275,10.1021/je060032n,,,,,,,
115,179117b3574945388bef3b23e51a3d9f,298.15,101.325,Liquid,1,CC(=O)N(C)C,Solvent,1.0,0.9367290000000004,0.0018765,10.1021/acs.jced.6b00496,,,,,,,
116,220c029574cc4f428e80f0c1617c87c4,298.15,101.325,Liquid,1,CN(C)C=O,Solvent,1.0,0.9446890000000002,0.005002,10.1021/acs.jced.8b00120,,,,,,,
117,ea6d96c46138470587cd5a240e5ab8fb,298.15,101.325,Liquid,1,COC(=O)OC,Solvent,1.0,1.0700000000000005,0.05,10.1016/j.jct.2012.12.025,,,,,,,
118,a4ab4e584f2c441c9f02f5a2d11345c9,298.15,101.325,Liquid,1,CCOC(=O)CC,Solvent,1.0,0.8840200000000001,0.0003,10.1016/j.jct.2005.03.020,,,,,,,
119,03f321e694b64e1691b221ecdd6919e9,298.15,101.325,Liquid,1,CCOc1ccccc1,Solvent,1.0,0.9602000000000004,0.0003,10.1016/j.jct.2013.12.008,,,,,,,
120,9b9a17213e9a476592523af7614f280d,298.15,101.325,Liquid,1,Cc1cccnc1,Solvent,1.0,0.952002,0.000511,10.1021/je4004965,,,,,,,
121,10e8fd7d1b584185bbb15d17a6feab9a,298.15,101.325,Liquid,1,OCC(F)(F)F,Solvent,1.0,1.3824000000000003,0.0008,10.1021/je700741x,,,,,,,
122,b3fe8ff5287b477a99e58273cdbf91f1,298.15,101.325,Liquid,1,CCCCOCCCC,Solvent,1.0,0.7640700000000002,0.001,10.1021/je034022n,,,,,,,
123,1454e885ab5e45e4900c44863a270b9c,298.15,101.325,Liquid,1,C1CCNCC1,Solvent,1.0,0.8646000000000003,0.0009,10.1016/j.fluid.2009.10.018,,,,,,,
124,efc546a6ebcb41d682fb90dd165698f2,298.15,101.325,Liquid,1,CC/C=C\CCO,Solvent,1.0,0.8486400000000002,0.000335,10.1021/je300280s,,,,,,,
125,17a5da8e4be74820802c5300c7ab0b2f,298.15,101.325,Liquid,1,CCOC=O,Solvent,1.0,0.9147000000000004,0.00081,10.1016/j.fluid.2015.05.031,,,,,,,
126,ecbfeb0d7a184f00b4ac77bbfaa1c92d,298.15,101.325,Liquid,1,CN1CCOCC1,Solvent,1.0,0.9140600000000002,0.00077,10.1021/je7005055,,,,,,,
127,cc6f80f028ae4931bbaaf67bcdacf5b1,298.15,101.0,Liquid,1,BrCCBr,Solvent,1.0,2.16841,0.001445,10.1021/je0603325,,,,,,,
128,a0f51a0259ce4583831fce11a57dd571,298.15,101.325,Liquid,1,CCCCNCCCC,Solvent,1.0,0.7577840000000001,0.0010295,10.1021/je800026p,,,,,,,
129,767b50bba9694fcaadd1f62c87f667cd,298.15,101.325,Liquid,1,CCCOC=O,Solvent,1.0,0.8998300000000002,0.000785,10.1016/j.fluid.2015.05.031,,,,,,,
130,cc368cd4687043c39f4da3c7185abe96,298.15,101.325,Liquid,1,ClCCCCCl,Solvent,1.0,1.1336300000000004,0.002405,10.1016/j.jct.2008.01.024,,,,,,,
131,a30b395e2cd04c7383b647c290c0b122,298.15,101.325,Liquid,1,ClCCCCl,Solvent,1.0,1.1789700000000003,0.00053,10.1016/j.jct.2018.12.042,,,,,,,
132,b8f24e6605c8430294cbcee5445d3770,298.15,101.325,Liquid,1,CCCNCCC,Solvent,1.0,0.7336180000000002,0.0008875,10.1021/acs.jced.5b00802,,,,,,,
133,263232eda6844f52b6bf727e622ff3f0,298.15,101.325,Liquid,1,CCC(=O)OC,Solvent,1.0,0.9101800000000002,0.00045,10.1016/j.jct.2006.05.004,,,,,,,
134,759f5cf9218f4b4b9a4c8e8d4b439f4b,298.05,101.0,Liquid,1,BrCCCCCBr,Solvent,1.0,1.6918700000000002,0.000455,10.1021/je060200b,,,,,,,
135,5225eb5cae6e496fb101d17fad910430,298.15,101.325,Liquid,1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,1.0,1.7010000000000003,0.0035,10.1016/j.fluid.2018.12.005,,,,,,,
136,0f53cd4f774f416798b01fca566a7850,298.15,101.325,Liquid,1,Cc1ccccn1,Solvent,1.0,0.9398020000000002,0.0006105,10.1021/je4004965,,,,,,,
137,a36559e80c9b41e3b3c04cb44c45a4a6,298.15,101.325,Liquid,1,C=C(C)[C@H]1CC=C(C)CC1,Solvent,1.0,0.8373100000000001,0.000655,10.1021/je0502391,,,,,,,
138,ada772f4d4ec45f08fef29062d3ac8e0,298.15,101.325,Liquid,1,CCOC(=O)OCC,Solvent,1.0,0.9700000000000002,0.05,10.1016/j.jct.2012.12.025,,,,,,,
139,de41e9f54cad49218b9a9a4066ebef68,295.15,101.325,Liquid,1,BrCCCCBr,Solvent,1.0,1.8194400000000004,0.000515,10.1016/j.jct.2005.07.009,,,,,,,
140,2614e1e81900481d889558cca48068b5,298.15,101.325,Liquid,1,O=C1CCCCCC1,Solvent,1.0,0.9476200000000002,0.000515,10.1021/acs.jced.6b00606,,,,,,,
141,dfbcfdfe8d964410a886baedd3333e18,297.98,101.325,Liquid,1,BrCCCBr,Solvent,1.0,1.9702200000000003,0.0006,10.1007/s10765-009-0610-6,,,,,,,
142,624246181a0d4ebaa01d14906cd5aa5e,298.15,101.325,Liquid,1,ClCCCCCCCl,Solvent,1.0,1.0637000000000003,0.001025,10.1016/j.jct.2008.01.024,,,,,,,
143,74363539f0f046e8a8b7a31ec36dfcb7,298.15,101.325,Liquid,1,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,1.0,1.5165000000000004,0.000605,10.1016/j.jct.2005.02.011,,,,,,,
144,b646897f455f4212a57302145e76ad02,298.15,101.3,Liquid,1,CC(=O)OC(C)=O,Solvent,1.0,1.0748000000000002,0.00074,10.1021/je8003782,,,,,,,
146,6eaef60537064cc99b4ea39a4b38f461,295.15,101.325,Liquid,1,BrCCCCCCBr,Solvent,1.0,1.6018000000000003,0.00125,10.1016/j.jct.2005.07.009,,,,,,,
147,f740925169694a2ca6bb360c6fd9bdab,293.15,101.0,Liquid,1,OCCN1CCOCC1,Solvent,1.0,1.07658,0.001575,10.1016/j.jct.2008.01.007,,,,,,,
148,b1eee9f89a114903af00192aac34dbbf,298.0,101.325,Liquid,1,NCCCNCCCN,Solvent,1.0,0.9273600000000002,0.002095,10.1021/acs.jced.5b00922,,,,,,,
